Dex No.,Name,Forme,Classification,Generation,Primary Type,Secondary Type,Ability 1,Ability 2,Hidden Ability,Gender,Male Gender Ratio,Female Gender Ratio,Catch Rate,Egg Group 1,Egg Group 2,Hatch Time Cycles,Height (In),Height (M),Weight (Lbs),Weight (Kg),Mega Stone 1,Mega Stone 2,EXP Yield (Gen I),EXP Yield (Gen II),EXP Yield (Gen III),EXP Yield (Gen IV),EXP Yield (Gen V+),Leveling Rate,EV Yield (HP),EV Yield (Attack),EV Yield (Defense),EV Yield (Sp.Atk),EV Yield (Sp.Def),EV Yield (Speed),Shape Img URL,Footprint Img Url,Base Friendship,Base HP,Base Attack,Base Defense,Base Special Attack,Base Special Defense,Base Speed,Base Stat Total,Color
789,Cosmog,,Nebula,7,Psychic,,Unaware,,,N,,,45,,,120,8,0.2,0.2,0.1,,,,,,,40,Slow,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||43|43|43,||||||29|29|29,||||||31|31|31,||||||29|29|29,||||||31|31|31,||||||37|37|37,||||||200|200|200,Blue
790,Cosmoem,,Protostar,7,Psychic,,Sturdy,,,N,,,45,,,120,4,0.1,2204.4,999.9,,,,,,,140,Slow,0,0,1,0,1,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||43|43|43,||||||29|29|29,||||||131|131|131,||||||29|29|29,||||||131|131|131,||||||37|37|37,||||||400|400|400,Blue
791,Solgaleo,,Sunne,7,Psychic,Steel,Full Metal Body,,,N,,,45,,,120,134,3.4,507.1,230.0,,,,,,,306,Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||137|137|137,||||||137|137|137,||||||107|107|107,||||||113|113|113,||||||89|89|89,||||||97|97|97,||||||680|680|680,White
792,Lunala,,Moone,7,Psychic,Ghost,Shadow Shield,,,N,,,45,,,120,157,4.0,264.6,120.0,,,,,,,306,Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||137|137|137,||||||113|113|113,||||||89|89|89,||||||137|137|137,||||||107|107|107,||||||97|97|97,||||||680|680|680,Purple
793,Nihilego,,Parasite,7,Rock,Poison,Beast Boost,,,N,,,45,,,120,47,1.2,122.4,55.5,,,,,,,257,Slow,0,0,0,0,3,0,https://archives.bulbagarden.net/media/upload/9/97/Body10.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||109|109|109,||||||53|53|53,||||||47|47|47,||||||127|127|127,||||||131|131|131,||||||103|103|103,||||||570|570|570,White
794,Buzzwole,,Swollen,7,Bug,Fighting,Beast Boost,,,N,,,45,,,120,94,2.4,735.5,333.6,,,,,,,257,Slow,0,1,2,0,0,0,https://archives.bulbagarden.net/media/upload/9/97/Body10.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||107|107|107,||||||139|139|139,||||||139|139|139,||||||53|53|53,||||||53|53|53,||||||79|79|79,||||||570|570|570,Red
795,Pheromosa,,Lissome,7,Bug,Fighting,Beast Boost,,,N,,,45,,,120,71,1.8,55.1,25.0,,,,,,,257,Slow,0,0,0,0,0,3,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||71|71|71,||||||137|137|137,||||||37|37|37,||||||137|137|137,||||||37|37|37,||||||151|151|151,||||||570|570|570,White
796,Xurkitree,,Glowing,7,Electric,,Beast Boost,,,N,,,45,,,120,150,3.8,220.5,100.0,,,,,,,257,Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||83|83|83,||||||89|89|89,||||||71|71|71,||||||173|173|173,||||||71|71|71,||||||83|83|83,||||||570|570|570,Black
797,Celesteela,,Launch,7,Steel,Flying,Beast Boost,,,N,,,45,,,120,362,9.2,2204.4,999.9,,,,,,,257,Slow,0,1,1,1,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||97|97|97,||||||101|101|101,||||||103|103|103,||||||107|107|107,||||||101|101|101,||||||61|61|61,||||||570|570|570,Green
798,Kartana,,Drawn Sword,7,Grass,Steel,Beast Boost,,,N,,,45,,,120,12,0.3,0.2,0.1,,,,,,,257,Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||59|59|59,||||||181|181|181,||||||131|131|131,||||||59|59|59,||||||31|31|31,||||||109|109|109,||||||570|570|570,White
799,Guzzlord,,Junkivore,7,Dark,Dragon,Beast Boost,,,N,,,45,,,120,217,5.5,1957.7,888.0,,,,,,,257,Slow,3,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||223|223|223,||||||101|101|101,||||||53|53|53,||||||97|97|97,||||||53|53|53,||||||43|43|43,||||||570|570|570,Black
800,Necrozma,,Prism,7,Psychic,,Prism Armor,,,N,,,255,,,120,94,2.4,507.1,230.0,,,,,,,270,Slow,0,1,0,2,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||97|97|97,||||||107|107|107,||||||101|101|101,||||||127|127|127,||||||89|89|89,||||||79|79|79,||||||600|600|600,Black
800,Necrozma,Dusk Mane Necrozma,Prism,7,Psychic,Steel,Prism Armor,,,N,,,255,,,120,150,3.8,1014.1,460.0,,,,,,,270,Slow,0,1,0,2,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||97|97|97,||||||157|157|157,||||||127|127|127,||||||113|113|113,||||||109|109|109,||||||77|77|77,||||||680|680|680,Yellow
800,Necrozma,Dawn Wings Necrozma,Prism,7,Psychic,Ghost,Prism Armor,,,N,,,255,,,120,165,4.2,771.6,350.0,,,,,,,270,Slow,0,1,0,2,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||97|97|97,||||||113|113|113,||||||109|109|109,||||||157|157|157,||||||127|127|127,||||||77|77|77,||||||680|680|680,Blue
800,Necrozma,Ultra Necrozma,Prism,7,Psychic,Dragon,Neuroforce,,,N,,,255,,,120,295,7.5,507.1,230.0,,,,,,,270,Slow,0,1,0,2,0,0,https://archives.bulbagarden.net/media/upload/0/09/Body13.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||97|97|97,||||||167|167|167,||||||97|97|97,||||||167|167|167,||||||97|97|97,||||||129|129|129,||||||754|754|754,Yellow
801,Magearna,,Artificial,7,Steel,Fairy,Soul-Heart,,,N,,,3,,,120,39,1.0,177.5,80.5,,,,,,,270,Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||80|80|80,||||||95|95|95,||||||115|115|115,||||||130|130|130,||||||115|115|115,||||||65|65|65,||||||600|600|600,Gray
801,Magearna,Original Color Magearna,Artificial,7,Steel,Fairy,Soul-Heart,,,N,,,3,,,120,39,1.0,177.5,80.5,,,,,,,270,Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||80|80|80,||||||95|95|95,||||||115|115|115,||||||130|130|130,||||||115|115|115,||||||65|65|65,||||||600|600|600,Red
802,Marshadow,,Gloomdweller,7,Fighting,Ghost,Technician,,,N,,,3,,,120,28,0.7,48.9,22.2,,,,,,,270,Slow,0,2,0,0,0,1,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||90|90|90,||||||125|125|125,||||||80|80|80,||||||90|90|90,||||||90|90|90,||||||125|125|125,||||||600|600|600,Gray
803,Poipole,,Poison Pin,7,Poison,,Beast Boost,,,N,,,45,,,120,24,0.6,4.0,1.8,,,,,,,189,Slow,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||67|67|67,||||||73|73|73,||||||67|67|67,||||||73|73|73,||||||67|67|67,||||||73|73|73,||||||420|420|420,Purple
804,Naganadel,,Poison Pin,7,Poison,Dragon,Beast Boost,,,N,,,45,,,120,142,3.6,330.7,150.0,,,,,,,243,Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||73|73|73,||||||73|73|73,||||||73|73|73,||||||127|127|127,||||||73|73|73,||||||121|121|121,||||||540|540|540,Purple
805,Stakataka,,Rampart,7,Rock,Steel,Beast Boost,,,N,,,30,,,120,217,5.5,1807.8,820.0,,,,,,,257,Slow,0,0,3,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||61|61|61,||||||131|131|131,||||||211|211|211,||||||53|53|53,||||||101|101|101,||||||13|13|13,||||||570|570|570,Gray
806,Blacephalon,,Fireworks,7,Fire,Ghost,Beast Boost,,,N,,,30,,,120,71,1.8,28.7,13.0,,,,,,,257,Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||53|53|53,||||||127|127|127,||||||53|53|53,||||||151|151|151,||||||79|79|79,||||||107|107|107,||||||570|570|570,White
807,Zeraora,,Thunderclap,7,Electric,,Volt Absorb,,,N,,,3,,,120,59,1.5,98.1,44.5,,,,,,,270,Slow,0,0,0,0,0,3,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||88|88|88,||||||112|112|112,||||||75|75|75,||||||102|102|102,||||||80|80|80,||||||143|143|143,||||||600|600|600,Yellow
808,Meltan,,Hex Nut,7,Steel,,Magnet Pull,,,N,,,3,,,120,8,0.2,17.6,8.0,,,,,,,135,Slow,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||46|46|46,||||||65|65|65,||||||65|65|65,||||||55|55|55,||||||35|35|35,||||||34|34|34,||||||300|300|300,Gray
809,Melmetal,,Hex Nut,7,Steel,,Iron Fist,,,N,,,3,,,120,98,2.5,1763.7,800.0,,,,,,,270,Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,||||||135|135|135,||||||143|143|143,||||||143|143|143,||||||80|80|80,||||||65|65|65,||||||34|34|34,||||||600|600|600,Gray
809,Melmetal,Gigantamax Melmetal,Hex Nut,8,Steel,,Iron Fist,,,N,,,3,,,120,984,25.0,1763.7,800.0,,,,,,,270,Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,0,|||||||135|135,|||||||143|143,|||||||143|143,|||||||80|80,|||||||65|65,|||||||34|34,|||||||600|600,Gray
810,Grookey,,Chimp,8,Grass,,Overgrow,,Grassy Surge,,0.875,0.125,45,Field,Grass,20,12,0.3,11.0,5.0,,,,,,,62,Medium Slow,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||50|50,|||||||65|65,|||||||50|50,|||||||40|40,|||||||40|40,|||||||65|65,|||||||310|310,Green
811,Thwackey,,Beat,8,Grass,,Overgrow,,Grassy Surge,,0.875,0.125,45,Field,Grass,20,28,0.7,30.9,14.0,,,,,,,147,Medium Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||70|70,|||||||85|85,|||||||70|70,|||||||55|55,|||||||60|60,|||||||80|80,|||||||420|420,Green
812,Rillaboom,,Drummer,8,Grass,,Overgrow,,Grassy Surge,,0.875,0.125,45,Field,Grass,20,83,2.1,198.4,90.0,,,,,,,265,Medium Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||100|100,|||||||125|125,|||||||90|90,|||||||60|60,|||||||70|70,|||||||85|85,|||||||530|530,Green
812,Rillaboom,Gigantamax Rillaboom,Drummer,8,Grass,,Overgrow,,Grassy Surge,,0.875,0.125,45,Field,Grass,20,1102,28.0,198.4,90.0,,,,,,,265,Medium Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||100|100,|||||||125|125,|||||||90|90,|||||||60|60,|||||||70|70,|||||||85|85,|||||||530|530,Green
813,Scorbunny,,Rabbit,8,Fire,,Blaze,,Libero,,0.875,0.125,45,Field,Human-Like,20,12,0.3,9.9,4.5,,,,,,,62,Medium Slow,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||50|50,|||||||71|71,|||||||40|40,|||||||40|40,|||||||40|40,|||||||69|69,|||||||310|310,White
814,Raboot,,Rabbit,8,Fire,,Blaze,,Libero,,0.875,0.125,45,Field,Human-Like,20,24,0.6,19.8,9.0,,,,,,,147,Medium Slow,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||65|65,|||||||86|86,|||||||60|60,|||||||55|55,|||||||60|60,|||||||94|94,|||||||420|420,Gray
815,Cinderace,,Striker,8,Fire,,Blaze,,Libero,,0.875,0.125,45,Field,Human-Like,20,55,1.4,72.8,33.0,,,,,,,265,Medium Slow,0,0,0,0,0,3,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||80|80,|||||||116|116,|||||||75|75,|||||||65|65,|||||||75|75,|||||||119|119,|||||||530|530,White
815,Cinderace,Gigantamax Cinderace,Striker,8,Fire,,Blaze,,Libero,,0.875,0.125,45,Field,Human-Like,20,1063,27.0,72.8,33.0,,,,,,,265,Medium Slow,0,0,0,0,0,3,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||80|80,|||||||116|116,|||||||75|75,|||||||65|65,|||||||75|75,|||||||119|119,|||||||530|530,White
816,Sobble,,Water Lizard,8,Water,,Torrent,,Sniper,,0.875,0.125,45,Water 1,Field,20,12,0.3,8.8,4.0,,,,,,,62,Medium Slow,0,0,0,0,1,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||50|50,|||||||40|40,|||||||40|40,|||||||70|70,|||||||40|40,|||||||70|70,|||||||310|310,Blue
817,Drizzile,,Water Lizard,8,Water,,Torrent,,Sniper,,0.875,0.125,45,Water 1,Field,20,28,0.7,25.4,11.5,,,,,,,147,Medium Slow,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||65|65,|||||||60|60,|||||||55|55,|||||||95|95,|||||||55|55,|||||||90|90,|||||||420|420,Blue
818,Inteleon,,Secret Agent,8,Water,,Torrent,,Sniper,,0.875,0.125,45,Water 1,Field,20,75,1.9,99.6,45.2,,,,,,,265,Medium Slow,0,0,0,0,0,3,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||70|70,|||||||85|85,|||||||65|65,|||||||125|125,|||||||65|65,|||||||120|120,|||||||530|530,Blue
818,Inteleon,Gigantamax Inteleon,Secret Agent,8,Water,,Torrent,,Sniper,,0.875,0.125,45,Water 1,Field,20,1575,40.0,99.6,45.2,,,,,,,265,Medium Slow,0,0,0,0,0,3,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||70|70,|||||||85|85,|||||||65|65,|||||||125|125,|||||||65|65,|||||||120|120,|||||||530|530,Blue
819,Skwovet,,Cheeky,8,Normal,,Cheek Pouch,,Gluttony,,0.5,0.5,255,Field,,20,12,0.3,5.5,2.5,,,,,,,55,Medium Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||70|70,|||||||55|55,|||||||55|55,|||||||35|35,|||||||35|35,|||||||25|25,|||||||275|275,Brown
820,Greedent,,Greedy,8,Normal,,Cheek Pouch,,Gluttony,,0.5,0.5,90,Field,,20,24,0.6,13.2,6.0,,,,,,,161,Medium Fast,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||120|120,|||||||95|95,|||||||95|95,|||||||55|55,|||||||75|75,|||||||20|20,|||||||460|460,Brown
821,Rookidee,,Tiny Bird,8,Flying,,Keen Eye,Unnerve,Big Pecks,,0.5,0.5,255,Flying,,15,8,0.2,4.0,1.8,,,,,,,49,Medium Slow,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||38|38,|||||||47|47,|||||||35|35,|||||||33|33,|||||||35|35,|||||||57|57,|||||||245|245,Blue
822,Corvisquire,,Raven,8,Flying,,Keen Eye,Unnerve,Big Pecks,,0.5,0.5,120,Flying,,15,31,0.8,35.3,16.0,,,,,,,128,Medium Slow,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||68|68,|||||||67|67,|||||||55|55,|||||||43|43,|||||||55|55,|||||||77|77,|||||||365|365,Blue
823,Corviknight,,Raven,8,Flying,Steel,Pressure,Unnerve,Mirror Armor,,0.5,0.5,45,Flying,,15,87,2.2,165.3,75.0,,,,,,,248,Medium Slow,0,0,3,0,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||98|98,|||||||87|87,|||||||105|105,|||||||53|53,|||||||85|85,|||||||67|67,|||||||495|495,Purple
823,Corviknight,Gigantamax Corviknight,Raven,8,Flying,Steel,Pressure,Unnerve,Mirror Armor,,0.5,0.5,45,Flying,,15,551,14.0,165.3,75.0,,,,,,,248,Medium Slow,0,0,3,0,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||98|98,|||||||87|87,|||||||105|105,|||||||53|53,|||||||85|85,|||||||67|67,|||||||495|495,Purple
824,Blipbug,,Larva,8,Bug,,Swarm,Compound Eyes,Telepathy,,0.5,0.5,255,Bug,,15,16,0.4,17.6,8.0,,,,,,,36,Medium Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||25|25,|||||||20|20,|||||||20|20,|||||||25|25,|||||||45|45,|||||||45|45,|||||||180|180,Blue
825,Dottler,,Radome,8,Bug,Psychic,Swarm,Compound Eyes,Telepathy,,0.5,0.5,120,Bug,,15,16,0.4,43.0,19.5,,,,,,,117,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||50|50,|||||||35|35,|||||||80|80,|||||||50|50,|||||||90|90,|||||||30|30,|||||||335|335,Yellow
826,Orbeetle,,Seven Spot,8,Bug,Psychic,Swarm,Frisk,Telepathy,,0.5,0.5,45,Bug,,15,16,0.4,89.9,40.8,,,,,,,253,Medium Fast,0,0,0,0,3,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||60|60,|||||||45|45,|||||||110|110,|||||||80|80,|||||||120|120,|||||||90|90,|||||||505|505,Red
826,Orbeetle,Gigantamax Orbeetle,Seven Spot,8,Bug,Psychic,Swarm,Frisk,Telepathy,,0.5,0.5,45,Bug,,15,551,14.0,89.9,40.8,,,,,,,253,Medium Fast,0,0,0,0,3,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||60|60,|||||||45|45,|||||||110|110,|||||||80|80,|||||||120|120,|||||||90|90,|||||||505|505,Red
827,Nickit,,Fox,8,Dark,,Run Away,Unburden,Stakeout,,0.5,0.5,255,Field,,15,24,0.6,19.6,8.9,,,,,,,49,Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||40|40,|||||||28|28,|||||||28|28,|||||||47|47,|||||||52|52,|||||||50|50,|||||||245|245,Brown
828,Thievul,,Fox,8,Dark,,Run Away,Unburden,Stakeout,,0.5,0.5,127,Field,,15,47,1.2,43.9,19.9,,,,,,,159,Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||70|70,|||||||58|58,|||||||58|58,|||||||87|87,|||||||92|92,|||||||90|90,|||||||455|455,Brown
829,Gossifleur,,Flowering,8,Grass,,Cotton Down,Regenerator,Effect Spore,,0.5,0.5,190,Grass,,20,16,0.4,4.9,2.2,,,,,,,50,Medium Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||40|40,|||||||40|40,|||||||60|60,|||||||40|40,|||||||60|60,|||||||10|10,|||||||250|250,Green
830,Eldegoss,,Cotton Bloom,8,Grass,,Cotton Down,Regenerator,Effect Spore,,0.5,0.5,75,Grass,,20,20,0.5,5.5,2.5,,,,,,,161,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||60|60,|||||||50|50,|||||||90|90,|||||||80|80,|||||||120|120,|||||||60|60,|||||||460|460,Green
831,Wooloo,,Sheep,8,Normal,,Fluffy,Run Away,Bulletproof,,0.5,0.5,255,Field,,15,24,0.6,13.2,6.0,,,,,,,122,Medium Fast,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||42|42,|||||||40|40,|||||||55|55,|||||||40|40,|||||||45|45,|||||||48|48,|||||||270|270,White
832,Dubwool,,Sheep,8,Normal,,Fluffy,Steadfast,Bulletproof,,0.5,0.5,127,Field,,15,51,1.3,94.8,43.0,,,,,,,172,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||72|72,|||||||80|80,|||||||100|100,|||||||60|60,|||||||90|90,|||||||88|88,|||||||490|490,White
833,Chewtle,,Snapping,8,Water,,Strong Jaw,Shell Armor,Swift Swim,,0.5,0.5,255,Monster,Water 1,20,12,0.3,18.7,8.5,,,,,,,57,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||50|50,|||||||64|64,|||||||50|50,|||||||38|38,|||||||38|38,|||||||44|44,|||||||284|284,Green
834,Drednaw,,Bite,8,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,,0.5,0.5,75,Monster,Water 1,20,39,1.0,254.6,115.5,,,,,,,170,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||90|90,|||||||115|115,|||||||90|90,|||||||48|48,|||||||68|68,|||||||74|74,|||||||485|485,Green
834,Drednaw,Gigantamax Drednaw,Bite,8,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,,0.5,0.5,75,Monster,Water 1,20,945,24.0,254.6,115.5,,,,,,,170,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||90|90,|||||||115|115,|||||||90|90,|||||||48|48,|||||||68|68,|||||||74|74,|||||||485|485,Green
835,Yamper,,Puppy,8,Electric,,Ball Fetch,,Rattled,,0.5,0.5,255,Field,,20,12,0.3,29.8,13.5,,,,,,,54,Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||59|59,|||||||45|45,|||||||50|50,|||||||40|40,|||||||50|50,|||||||26|26,|||||||270|270,Yellow
836,Boltund,,Dog,8,Electric,,Strong Jaw,,Competitive,,0.5,0.5,45,Field,,20,39,1.0,75.0,34.0,,,,,,,172,Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||69|69,|||||||90|90,|||||||60|60,|||||||90|90,|||||||60|60,|||||||121|121,|||||||490|490,Yellow
837,Rolycoly,,Coal,8,Rock,,Steam Engine,Heatproof,Flash Fire,,0.5,0.5,255,Mineral,,15,12,0.3,26.5,12.0,,,,,,,48,Medium Slow,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||30|30,|||||||40|40,|||||||50|50,|||||||40|40,|||||||50|50,|||||||30|30,|||||||240|240,Black
838,Carkol,,Coal,8,Rock,Fire,Steam Engine,Flame Body,Flash Fire,,0.5,0.5,120,Mineral,,15,43,1.1,172.0,78.0,,,,,,,144,Medium Slow,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/b/bc/Body07.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||80|80,|||||||60|60,|||||||90|90,|||||||60|60,|||||||70|70,|||||||50|50,|||||||410|410,Black
839,Coalossal,,Coal,8,Rock,Fire,Steam Engine,Flame Body,Flash Fire,,0.5,0.5,45,Mineral,,15,110,2.8,684.5,310.5,,,,,,,255,Medium Slow,0,0,3,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/8/84/FUnknown.png,50,|||||||110|110,|||||||80|80,|||||||120|120,|||||||80|80,|||||||90|90,|||||||30|30,|||||||510|510,Black
